   2.1525025234782169E-012   16757.479392234673        3271.8926537364950        20029.372045971169        10749.129415665288        3245949821.0411620     
   4.3050050469564338E-012   20663.337048464968        3283.6949515147994        23947.031999979765        13254.552125326620        3985905146.4807744     
   6.4575075704346507E-012   19004.868999613693        3011.1411975723886        22016.010197186082        12190.723415078632        3646764545.5350461     
   8.6100100939128676E-012   18742.195916419863        2427.8802365941997        21170.076153014063        12022.231072097104        3586891691.5343966     
   1.0762512617391084E-011   20044.942048542267        2641.5045448977389        22686.446593440007        12857.881019333812        3842501963.0963869     
   1.2915015140869301E-011   18955.865522539996        2005.5129691585400        20961.378491698535        12159.290005282714        3616437598.4976416     
   1.5067517664347518E-011   17827.526868432065        2117.9511426228460        19945.478011054915        11435.514195459904        3437514946.5501952     
   1.7220020187825735E-011   15521.085289812183        1474.6449686253050        16995.730258437488        9956.0411531272330        2958347431.2826548     
   1.9372522711303952E-011   18936.707599344438        1179.0045551342748        20115.712154478711        12147.001104849402        3578036856.6079259     
   2.1525025234782169E-011   17517.404513158384        1829.9562220734665        19347.360735231850        11236.585391580693        3385802651.0463967     
   2.3677527758260386E-011   221.79932341938144       -235.64537448770210       -13.846051068320650        142.27376181925871        45444764.644928224     
   2.5830030281738603E-011   204.72009916657368       -231.61944156019629       -26.899342393622632        131.31824831299278        43287942.575725511     
   2.7982532805216820E-011   243.01855722293575       -231.59427249335437        11.424284729581377        155.88489538636065        49163125.872724973     
   3.0135035328695037E-011   249.36005907179484       -233.94895830772776        15.411100764067070        159.95266849635800        49345593.256765388     
   3.2287537852173253E-011   193.21869928276013       -227.38801147199825       -34.169312189238134        123.94064498025530        40538646.403393164     
   3.4440040375651470E-011   240.11234250479046       -231.38786478500205        8.7244777197884105        154.02069627957070        47531097.223143421     
   3.6592542899129687E-011   273.63834605963831       -233.33113248576078        40.307213573877547        175.52603980803181        53468621.403562136     
   3.8745045422607904E-011   228.72867668111118       -217.91973927665117        10.808937404460005        146.71861377066321        47217415.520028725     
   4.0897547946086121E-011   219.22344752947356       -221.04881879406287       -1.8253712645893230        140.62145942632586        44617278.787836947     
   4.3050050469564338E-011   234.44044074702754       -217.93208149465991        16.508359252367615        150.38243991654122        48940475.773219764     
   4.5202552993042555E-011   197.69436031267858       -215.17862712665962       -17.484266813981041        126.81156956892207        42305798.436511382     
   4.7355055516520772E-011   190.99871054119927       -210.57650827715861       -19.577797735959312        122.51662733859166        41122234.239029095     
   4.9507558039998989E-011   234.05832348256513       -231.62817338839866        2.4301500941664562        150.13732978801141        47469294.620861582     
   5.1660060563477205E-011   238.31557358130641       -225.55608750218133        12.759486079125072        152.86815410801205        48657291.378525876     
   5.3812563086955422E-011   219.62061730800025       -228.87121305144797       -9.2505957434477217        140.87622502975861        45154217.143411957     
   5.5965065610433639E-011   215.72303156113404       -235.21649553426897       -19.493463973134933        138.37610835820649        43051392.189801753     
   5.8117568133911856E-011   226.32268882002123       -234.67557612267569       -8.3528873026544641        145.17528650252049        45441739.892835170     
   6.0270070657390073E-011   219.44705535880291       -235.17398738506677       -15.726932026263860        140.76489325903768        45301115.648280144     
   6.2422573180868283E-011   226.31128133918938       -226.49481543919825      -0.18353410000886980        145.16796914381169        47284553.168799996     
   6.4575075704346507E-011   221.81135620398845       -237.40899058663055       -15.597634382642097        142.28148028072562        45817547.489032581     
   6.6727578227824717E-011   220.78826470880108       -235.75045828947052       -14.962193580669458        141.62521553896906        44527023.588945374     
   6.8880080751302941E-011   236.48042789222737       -241.72585627843958       -5.2454283862122146        151.69099505880251        47342677.772422537     
   7.1032583274781151E-011   205.42172106888060       -233.70795388430639       -28.286232815425791        131.76830553533713        42672075.625426337     
   7.3185085798259374E-011   195.14447631492718       -231.33037066858736       -36.185894353660188        125.17593974386230        41228718.985457383     
   7.5337588321737585E-011   214.74966739456718       -242.49166386534890       -27.741996470781707        137.75174134273240        43694308.500584744     
   7.7490090845215808E-011   244.51684248221926       -235.42985646208817        9.0869860201310892        156.84597442316883        50244376.346666619     
   7.9642593368694019E-011   209.44559120130000       -241.43196749946770       -31.986376298167695        134.34942765954216        42627762.730955973     
   8.1795095892172242E-011   224.86800941233514       -231.45921842454320       -6.5912090122080631        144.24217855439034        46790656.978449591     
   8.3947598415650452E-011   248.14615078766400       -228.45547031764562        19.690680470018375        159.17400382135224        50840343.042103328     
   8.6100100939128676E-011   211.16045027920154       -233.18896317865557       -22.028512899454029        135.44942854431329        44032223.293804519     
   8.8252603462606886E-011   218.77664942622184       -230.57613835639390       -11.799488930172066        140.33485960292091        44806268.509058170     
   9.0405105986085110E-011   219.56158024297153       -241.39883880794218       -21.837258564970661        140.83835554846846        45201240.922692537     
   9.2557608509563320E-011   216.73757869838414       -227.50685372737908       -10.769275028994961        139.02689229899696        45721628.964899726     
   9.4710111033041543E-011   234.21586395053546       -230.52215936741339        3.6937045831220625        150.23838453728371        47872856.651637554     
   9.6862613556519754E-011   213.05702040437538       -231.86865682963170       -18.811636425256324        136.66598846028876        43060797.926433481     
   9.9015116079997977E-011   245.86015397896702       -237.56530541327982        8.2948485656872020        157.70764513068491        48708640.135908522     
   1.0116761860347619E-010   233.59589182119748       -234.31273568284143      -0.71684386164396285        149.84070177746196        47903749.557137370     
   1.0332012112695441E-010   199.91301938280597       -231.42597187155556       -31.512952488749587        128.23473428933286        40954655.584033921     
   1.0547262365043262E-010   238.50893426440336       -202.75052806133226        35.758406203071097        152.99218582888491        51526551.918830983     
   1.0762512617391084E-010   251.71320877948955       -214.22098990333143        37.492218876158127        161.46210259145030        52027852.839156762     
